gene,ev1,weight,rank
TMEM181,(0.005820439175361621+0j),0.005820439175361621,8270.0
TEX2,(0.005820117488274519+0j),0.005820117488274519,8269.0
TBCE,(0.005820104247176593+0j),0.005820104247176593,8268.0
ZNF430,(0.005820076252384657+0j),0.005820076252384657,8267.0
MFSD5,(0.005820002859721603+0j),0.005820002859721603,8266.0
DGKH,(0.005819951655749186+0j),0.005819951655749186,8265.0
RAB5C,(0.005819731616049592+0j),0.005819731616049592,8264.0
TBCEL,(0.005819630842760616+0j),0.005819630842760616,8263.0
ZNF287,(0.005819363318425832+0j),0.005819363318425832,8262.0
MLLT1,(0.005819320368815035+0j),0.005819320368815035,8261.0
CD28,(0.005818717506037151+0j),0.005818717506037151,8260.0
TCF25,(0.005818647124336115+0j),0.005818647124336115,8259.0
NPHP1,(0.0058182767388903186+0j),0.0058182767388903186,8258.0
MARK4,(0.005817958062340624+0j),0.005817958062340624,8257.0
IFIT3,(0.0058178587490113785+0j),0.0058178587490113785,8256.0
NALCN,(0.005817843762187741+0j),0.005817843762187741,8255.0
E2F3,(0.005817744518984549+0j),0.005817744518984549,8254.0
KLLN,(0.005817486438662013+0j),0.005817486438662013,8253.0
KCTD4,(0.005817336257720015+0j),0.005817336257720015,8252.0
PGAP3,(0.005817024633926+0j),0.005817024633926,8251.0
CD99,(0.00581692785333847+0j),0.00581692785333847,8250.0
KMO,(0.005816825146192845+0j),0.005816825146192845,8249.0
C19orf85,(0.005816804072628929+0j),0.005816804072628929,8248.0
WDFY2,(0.005816683107150688+0j),0.005816683107150688,8247.0
STK17B,(0.005816450464192388+0j),0.005816450464192388,8246.0
NEK9,(0.005816392542725473+0j),0.005816392542725473,8245.0
CAMTA2,(0.005815844317941481+0j),0.005815844317941481,8244.0
NFX1,(0.005815785755126366+0j),0.005815785755126366,8243.0
JRK,(0.005815540807995729+0j),0.005815540807995729,8242.0
PFKP,(0.005815536895837399+0j),0.005815536895837399,8241.0
CCDC159,(0.005815473659188505+0j),0.005815473659188505,8240.0
PBX2,(0.005815392211959898+0j),0.005815392211959898,8239.0
MVB12A,(0.005815334112000172+0j),0.005815334112000172,8238.0
PTCD2,(0.005815254731188442+0j),0.005815254731188442,8237.0
WASHC2A,(0.005815141319040256+0j),0.005815141319040256,8236.0
OTUD3,(0.00581502022531929+0j),0.00581502022531929,8235.0
CSTB,(0.005814648683941523+0j),0.005814648683941523,8234.0
ICMT,(0.0058145702652068485+0j),0.0058145702652068485,8233.0
RGCC,(0.005814464471144476+0j),0.005814464471144476,8232.0
TTC4,(0.005814367028517785+0j),0.005814367028517785,8231.0
KLHL13,(0.0058141349694538205+0j),0.0058141349694538205,8230.0
UBE3B,(0.005813905307082948+0j),0.005813905307082948,8229.0
SCAI,(0.005813889696707957+0j),0.005813889696707957,8228.0
ATOX1,(0.005813885712580126+0j),0.005813885712580126,8227.0
NEDD8,(0.005813088069224305+0j),0.005813088069224305,8226.0
NRBP2,(0.005813081931673424+0j),0.005813081931673424,8225.0
RCOR3,(0.005812701877104295+0j),0.005812701877104295,8224.0
NAPEPLD,(0.00581269279304909+0j),0.00581269279304909,8223.0
RRP36,(0.005812494070577514+0j),0.005812494070577514,8222.0
ATG4B,(0.005812275247526536+0j),0.005812275247526536,8221.0
TEX264,(0.005811893339030705+0j),0.005811893339030705,8220.0
SLC25A39,(0.005811813610902426+0j),0.005811813610902426,8219.0
TNFRSF13B,(0.00581155951171609+0j),0.00581155951171609,8218.0
BLCAP,(0.005811555143450576+0j),0.005811555143450576,8217.0
TBC1D8,(0.005811389611484303+0j),0.005811389611484303,8216.0
INO80D,(0.005811228401988702+0j),0.005811228401988702,8215.0
TMEM40,(0.005811129855523783+0j),0.005811129855523783,8214.0
MDM4,(0.005810858753283298+0j),0.005810858753283298,8213.0
CRELD1,(0.005810455714738646+0j),0.005810455714738646,8212.0
TNFAIP8L3,(0.005810210971493628+0j),0.005810210971493628,8211.0
DDX58,(0.005809598279601313+0j),0.005809598279601313,8210.0
FAM8A1,(0.005809505425905072+0j),0.005809505425905072,8209.0
GVQW3,(0.005808977788332278+0j),0.005808977788332278,8208.0
ZNF436,(0.005808821521926822+0j),0.005808821521926822,8207.0
RBAK,(0.0058086886290919515+0j),0.0058086886290919515,8206.0
FAM151B,(0.005808616181124086+0j),0.005808616181124086,8205.0
SLC25A16,(0.005808044275216218+0j),0.005808044275216218,8204.0
FTH1,(0.005808037530768997+0j),0.005808037530768997,8203.0
ZNF780B,(0.005807584653899782+0j),0.005807584653899782,8202.0
CEBPE,(0.005807512726384038+0j),0.005807512726384038,8201.0
IFT22,(0.00580725831941896+0j),0.00580725831941896,8200.0
TSC1,(0.005807225826690002+0j),0.005807225826690002,8199.0
UBL5,(0.005807038117791912+0j),0.005807038117791912,8198.0
OR1F1,(0.005806595233812543+0j),0.005806595233812543,8197.0
PMEL,(0.005806412270044357+0j),0.005806412270044357,8196.0
ISG20L2,(0.005806260000978708+0j),0.005806260000978708,8195.0
HERPUD1,(0.00580601578346449+0j),0.00580601578346449,8194.0
HEATR6,(0.005805153571302371+0j),0.005805153571302371,8193.0
BCL2,(0.005805029848097064+0j),0.005805029848097064,8192.0
ZBTB34,(0.005804969983053623+0j),0.005804969983053623,8191.0
PCGF2,(0.005804825979239311+0j),0.005804825979239311,8190.0
TCEA3,(0.005804626990712805+0j),0.005804626990712805,8189.0
VPS37A,(0.0058044680464723435+0j),0.0058044680464723435,8188.0
TBC1D8B,(0.005804454489845252+0j),0.005804454489845252,8187.0
RTN2,(0.005804382156929387+0j),0.005804382156929387,8186.0
CDKL1,(0.005804271497010824+0j),0.005804271497010824,8185.0
CTPS1,(0.0058041091367163995+0j),0.0058041091367163995,8184.0
ZNF491,(0.005804089572228843+0j),0.005804089572228843,8183.0
NES,(0.0058039733974887455+0j),0.0058039733974887455,8182.0
SDHAF2,(0.005803667923031707+0j),0.005803667923031707,8181.0
MYL9,(0.005803495004380488+0j),0.005803495004380488,8180.0
WTIP,(0.0058034899310450885+0j),0.0058034899310450885,8179.0
ZNF274,(0.00580294246729954+0j),0.00580294246729954,8178.0
PUS3,(0.005802894218319569+0j),0.005802894218319569,8177.0
NFAT5,(0.00580207817184503+0j),0.00580207817184503,8176.0
TRIM56,(0.005801807322816276+0j),0.005801807322816276,8175.0
ISX,(0.005801781481137463+0j),0.005801781481137463,8174.0
GNA11,(0.005801601414317539+0j),0.005801601414317539,8173.0
ZNF518B,(0.0058015888932172865+0j),0.0058015888932172865,8172.0
RPL24,(0.005801512770398152+0j),0.005801512770398152,8171.0
NDST3,(0.0058014367944131725+0j),0.0058014367944131725,8170.0
ATXN2,(0.0058014162648886355+0j),0.0058014162648886355,8169.0
HLA-DPB1,(0.0058010779417566345+0j),0.0058010779417566345,8168.0
ATM,(0.005800985708692312+0j),0.005800985708692312,8167.0
KCTD12,(0.00580097849811631+0j),0.00580097849811631,8166.0
BTG1,(0.005800928410133371+0j),0.005800928410133371,8165.0
LSMEM2,(0.005800813685867487+0j),0.005800813685867487,8164.0
C9orf78,(0.005800659564488536+0j),0.005800659564488536,8163.0
ADGRF3,(0.00580056390041468+0j),0.00580056390041468,8162.0
FNBP1L,(0.00580040861733594+0j),0.00580040861733594,8161.0
LRFN3,(0.005799878707458892+0j),0.005799878707458892,8160.0
LRP8,(0.005799794497067346+0j),0.005799794497067346,8159.0
PABPC1L,(0.005799571083215104+0j),0.005799571083215104,8158.0
GHRL,(0.005799497835793766+0j),0.005799497835793766,8157.0
MEX3B,(0.005799489048593397+0j),0.005799489048593397,8156.0
CNOT10,(0.005799372906361704+0j),0.005799372906361704,8155.0
B3GALT4,(0.005799228964938823+0j),0.005799228964938823,8154.0
CBLB,(0.005799174834048732+0j),0.005799174834048732,8153.0
SUGCT,(0.005798871079998653+0j),0.005798871079998653,8152.0
DHX37,(0.005798715212432151+0j),0.005798715212432151,8151.0
C19orf12,(0.00579856020477449+0j),0.00579856020477449,8150.0
PUS7,(0.0057984197490951505+0j),0.0057984197490951505,8149.0
ITGB1BP2,(0.005798054615474875+0j),0.005798054615474875,8148.0
NLRP2B,(0.005797868325800809+0j),0.005797868325800809,8147.0
GPAT4,(0.005797593810264016+0j),0.005797593810264016,8146.0
LRRC8B,(0.005797438792604313+0j),0.005797438792604313,8145.0
GZF1,(0.00579719703571024+0j),0.00579719703571024,8144.0
CDHR1,(0.005796797680398076+0j),0.005796797680398076,8143.0
RWDD2B,(0.005795833686128062+0j),0.005795833686128062,8142.0
PRRG2,(0.005795415945236816+0j),0.005795415945236816,8141.0
C19orf44,(0.005795193559091656+0j),0.005795193559091656,8140.0
DLG4,(0.0057950605618050845+0j),0.0057950605618050845,8139.0
MFSD4A,(0.005795041803799604+0j),0.005795041803799604,8138.0
USP17L7,(0.005794604533760397+0j),0.005794604533760397,8137.0
SHANK2,(0.005794136832084628+0j),0.005794136832084628,8136.0
NFATC2,(0.005793995468084749+0j),0.005793995468084749,8135.0
CLK2,(0.005793830018917936+0j),0.005793830018917936,8134.0
RPS15A,(0.005793816182542255+0j),0.005793816182542255,8133.0
ABL1,(0.005793765607519648+0j),0.005793765607519648,8132.0
PHLPP1,(0.005793706464923571+0j),0.005793706464923571,8131.0
GEMIN7,(0.005793450066320018+0j),0.005793450066320018,8130.0
EXOC7,(0.0057934047148120536+0j),0.0057934047148120536,8129.0
ANKEF1,(0.005793387346452626+0j),0.005793387346452626,8128.0
LMNA,(0.005793384020309339+0j),0.005793384020309339,8127.0
SMURF2,(0.005793250925950996+0j),0.005793250925950996,8126.0
RMC1,(0.005792713109252504+0j),0.005792713109252504,8125.0
PSAP,(0.005792446630210249+0j),0.005792446630210249,8124.0
CCDC120,(0.005792310299484284+0j),0.005792310299484284,8123.0
CARD11,(0.005792070902810375+0j),0.005792070902810375,8122.0
HECTD3,(0.005792045206583847+0j),0.005792045206583847,8121.0
INPP5D,(0.005791466416603717+0j),0.005791466416603717,8120.0
NUP210,(0.005791316302217965+0j),0.005791316302217965,8119.0
GORASP1,(0.005790762947116171+0j),0.005790762947116171,8118.0
TRPV2,(0.005790450660357155+0j),0.005790450660357155,8117.0
ACTN4,(0.0057903599768769345+0j),0.0057903599768769345,8116.0
FBXO46,(0.00579026588083503+0j),0.00579026588083503,8115.0
NFKB2,(0.005789658066867709+0j),0.005789658066867709,8114.0
MCM7,(0.005789612521449778+0j),0.005789612521449778,8113.0
FBXW7,(0.005789293089041512+0j),0.005789293089041512,8112.0
CD53,(0.005788770934581678+0j),0.005788770934581678,8111.0
PRR29,(0.005788602087450878+0j),0.005788602087450878,8110.0
PHC2,(0.005788305191266085+0j),0.005788305191266085,8109.0
CCDC186,(0.005787687744841436+0j),0.005787687744841436,8108.0
PAXBP1,(0.005787652432480335+0j),0.005787652432480335,8107.0
TMEM192,(0.005787621864409077+0j),0.005787621864409077,8106.0
ARID3A,(0.005787581975824893+0j),0.005787581975824893,8105.0
PEPD,(0.005787352585771927+0j),0.005787352585771927,8104.0
TATDN2,(0.005787104556350597+0j),0.005787104556350597,8103.0
NBPF11,(0.005786802919236475+0j),0.005786802919236475,8102.0
MACO1,(0.005786522368628829+0j),0.005786522368628829,8101.0
CACTIN,(0.005785601314073658+0j),0.005785601314073658,8100.0
RBM4B,(0.005785489421886883+0j),0.005785489421886883,8099.0
MLLT6,(0.0057852397497599765+0j),0.0057852397497599765,8098.0
PHC3,(0.0057850743741620905+0j),0.0057850743741620905,8097.0
TCTN1,(0.005784979185192885+0j),0.005784979185192885,8096.0
TXNDC11,(0.0057848553539851365+0j),0.0057848553539851365,8095.0
VPS13C,(0.005784682441424886+0j),0.005784682441424886,8094.0
PCYOX1,(0.005784416948228719+0j),0.005784416948228719,8093.0
SPDYE17,(0.005784391524012891+0j),0.005784391524012891,8092.0
SRPRA,(0.005784311572689812+0j),0.005784311572689812,8091.0
AKAP6,(0.0057841071193169375+0j),0.0057841071193169375,8090.0
GLCCI1,(0.005783965125330224+0j),0.005783965125330224,8089.0
FAM221B,(0.005783720922190474+0j),0.005783720922190474,8088.0
CAD,(0.005783417471576619+0j),0.005783417471576619,8087.0
SMG6,(0.005783412741883083+0j),0.005783412741883083,8086.0
SPG7,(0.005783366550530223+0j),0.005783366550530223,8085.0
SELENOW,(0.005783116025237568+0j),0.005783116025237568,8084.0
E2F6,(0.005782819098988113+0j),0.005782819098988113,8083.0
ZNF577,(0.005782464439468364+0j),0.005782464439468364,8082.0
PTGER4,(0.005782292723902667+0j),0.005782292723902667,8081.0
DOCK9,(0.005782041212904115+0j),0.005782041212904115,8080.0
MFSD4B,(0.005782015530076649+0j),0.005782015530076649,8079.0
TRAF3IP3,(0.005781657917529266+0j),0.005781657917529266,8078.0
ZBTB18,(0.00578155512010507+0j),0.00578155512010507,8077.0
VPS16,(0.005781040228682694+0j),0.005781040228682694,8076.0
GRN,(0.005780966910282466+0j),0.005780966910282466,8075.0
PPM1K,(0.005780914549889372+0j),0.005780914549889372,8074.0
MRPS17,(0.005780622077952089+0j),0.005780622077952089,8073.0
PPP1R13L,(0.005780593019409661+0j),0.005780593019409661,8072.0
EIF2AK3,(0.0057804868966001115+0j),0.0057804868966001115,8071.0
RRAGD,(0.0057798508651480274+0j),0.0057798508651480274,8070.0
GBP5,(0.005779234611515666+0j),0.005779234611515666,8069.0
INTS11,(0.005778306981911635+0j),0.005778306981911635,8068.0
HES1,(0.005777725410774058+0j),0.005777725410774058,8067.0
PROSER1,(0.005777235427082536+0j),0.005777235427082536,8066.0
SCRN2,(0.0057768043341961586+0j),0.0057768043341961586,8065.0
CYLD,(0.005776516946630649+0j),0.005776516946630649,8064.0
MMP21,(0.005776345706658248+0j),0.005776345706658248,8063.0
PNPLA7,(0.005776049503752943+0j),0.005776049503752943,8062.0
RPS29,(0.00577601091668126+0j),0.00577601091668126,8061.0
RGS3,(0.005775551549140897+0j),0.005775551549140897,8060.0
ALG1,(0.005775392537708413+0j),0.005775392537708413,8059.0
ABHD12,(0.005775329971157824+0j),0.005775329971157824,8058.0
SBF1,(0.005775045787326012+0j),0.005775045787326012,8057.0
BRD3,(0.005775030267588521+0j),0.005775030267588521,8056.0
GSDMA,(0.005774966772845084+0j),0.005774966772845084,8055.0
CNST,(0.0057746534505524125+0j),0.0057746534505524125,8054.0
AADAC,(0.0057743433330900585+0j),0.0057743433330900585,8053.0
AADACL4,(0.005774343333090057+0j),0.005774343333090057,8052.0
APBA2,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRARG1,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRAPPC3L,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRABD2B,(0.005774343333090056+0j),0.005774343333090056,6505.0
TPTE,(0.005774343333090056+0j),0.005774343333090056,6505.0
TPRX1,(0.005774343333090056+0j),0.005774343333090056,6505.0
TPSG1,(0.005774343333090056+0j),0.005774343333090056,6505.0
PSG3,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRY2,(0.005774343333090056+0j),0.005774343333090056,6505.0
PSG2,(0.005774343333090056+0j),0.005774343333090056,6505.0
TREM2,(0.005774343333090056+0j),0.005774343333090056,6505.0
TPSAB1,(0.005774343333090056+0j),0.005774343333090056,6505.0
PSG11,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRY,(0.005774343333090056+0j),0.005774343333090056,6505.0
PSG1,(0.005774343333090056+0j),0.005774343333090056,6505.0
TREX1,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIL,(0.005774343333090056+0j),0.005774343333090056,6505.0
TPRX2,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRHDE,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRH,(0.005774343333090056+0j),0.005774343333090056,6505.0
TREML4,(0.005774343333090056+0j),0.005774343333090056,6505.0
RXFP2,(0.005774343333090056+0j),0.005774343333090056,6505.0
AOC1,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRPC4,(0.005774343333090056+0j),0.005774343333090056,6505.0
TSHB,(0.005774343333090056+0j),0.005774343333090056,6505.0
ANKRD55,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRPV6,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRPV5,(0.005774343333090056+0j),0.005774343333090056,6505.0
ANKRD63,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRPM4,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRRT4,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRSS22,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRRX2,(0.005774343333090056+0j),0.005774343333090056,6505.0
ANKRD66,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRSS1,(0.005774343333090056+0j),0.005774343333090056,6505.0
ANO4,(0.005774343333090056+0j),0.005774343333090056,6505.0
ANTXR1,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIML1,(0.005774343333090056+0j),0.005774343333090056,6505.0
TSHZ3,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRR9,(0.005774343333090056+0j),0.005774343333090056,6505.0
ANKRD45,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRR5-ARHGAP8,(0.005774343333090056+0j),0.005774343333090056,6505.0
TSPAN13,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRR35,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRR32,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRR30,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRR27,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRR23D2,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRR23D1,(0.005774343333090056+0j),0.005774343333090056,6505.0
TSPAN16,(0.005774343333090056+0j),0.005774343333090056,6505.0
TSPAN19,(0.005774343333090056+0j),0.005774343333090056,6505.0
TSPAN8,(0.005774343333090056+0j),0.005774343333090056,6505.0
TSPY1,(0.005774343333090056+0j),0.005774343333090056,6505.0
TSPY10,(0.005774343333090056+0j),0.005774343333090056,6505.0
TSPY2,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM77,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM75,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM39-RPP21,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRSS57,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM49C,(0.005774343333090056+0j),0.005774343333090056,6505.0
CENPVL2,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRSS56,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM49B,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM49,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM48,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRSS58,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRSS35,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM43B,(0.005774343333090056+0j),0.005774343333090056,6505.0
CENPVL1,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM43,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM42,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM40,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRTN3,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM49D1,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM49D2,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM51,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM51G,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM6-TRIM34,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRSS50,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM60,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM63,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM64,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRSS48,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM64B,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRSS41,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRSS38,(0.005774343333090056+0j),0.005774343333090056,6505.0
TRIM64C,(0.005774343333090056+0j),0.005774343333090056,6505.0
PRSS37,(0.005774343333090056+0j),0.005774343333090056,6505.0
CENPVL3,(0.005774343333090056+0j),0.005774343333090056,6505.0
ANTXRL,(0.005774343333090056+0j),0.005774343333090056,6505.0
PSG4,(0.005774343333090056+0j),0.005774343333090056,6505.0
TNFRSF6B,(0.005774343333090056+0j),0.005774343333090056,6505.0
PSG5,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM151A,(0.005774343333090056+0j),0.005774343333090056,6505.0
PTGDR,(0.005774343333090056+0j),0.005774343333090056,6505.0
CDSN,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM179,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM176B,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM176A,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM174,(0.005774343333090056+0j),0.005774343333090056,6505.0
PTGER2,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM132E,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM196,(0.005774343333090056+0j),0.005774343333090056,6505.0
CDS1,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM132C,(0.005774343333090056+0j),0.005774343333090056,6505.0
CDRT4,(0.005774343333090056+0j),0.005774343333090056,6505.0
CDRT15L2,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM114,(0.005774343333090056+0j),0.005774343333090056,6505.0
ARL2-SNX15,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMDD1,(0.005774343333090056+0j),0.005774343333090056,6505.0
PTF1A,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM200C,(0.005774343333090056+0j),0.005774343333090056,6505.0
ARL9,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM235,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM26,(0.005774343333090056+0j),0.005774343333090056,6505.0
CDX4,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM252,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM247,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM244,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM239,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM238L,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM233,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM207,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM229A,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM225,(0.005774343333090056+0j),0.005774343333090056,6505.0
PTCHD3,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM217B,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM215,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM212,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMEM210,(0.005774343333090056+0j),0.005774343333090056,6505.0
TMCO5A,(0.005774343333090056+0j),0.005774343333090056,6505.0
TM6SF2,(0.005774343333090056+0j),0.005774343333090056,6505.0
ARHGEF15,(0.005774343333090056+0j),0.005774343333090056,6505.0
ASCL5,(0.005774343333090056+0j),0.005774343333090056,6505.0
ASB11,(0.005774343333090056+0j),0.005774343333090056,6505.0
ASB18,(0.005774343333090056+0j),0.005774343333090056,6505.0
THEGL,(0.005774343333090056+0j),0.005774343333090056,6505.0
ASCL2,(0.005774343333090056+0j),0.005774343333090056,6505.0
TH,(0.005774343333090056+0j),0.005774343333090056,6505.0
TGM6,(0.005774343333090056+0j),0.005774343333090056,6505.0
ASCL4,(0.005774343333090056+0j),0.005774343333090056,6505.0
TGM3,(0.005774343333090056+0j),0.005774343333090056,6505.0
ART5,(0.005774343333090056+0j),0.005774343333090056,6505.0
TGIF2LY,(0.005774343333090056+0j),0.005774343333090056,6505.0
TGIF2LX,(0.005774343333090056+0j),0.005774343333090056,6505.0
TGIF2-RAB5IF,(0.005774343333090056+0j),0.005774343333090056,6505.0
ASIC2,(0.005774343333090056+0j),0.005774343333090056,6505.0
TFF3,(0.005774343333090056+0j),0.005774343333090056,6505.0
TFDP3,(0.005774343333090056+0j),0.005774343333090056,6505.0
TFAP2D,(0.005774343333090056+0j),0.005774343333090056,6505.0
ASB10,(0.005774343333090056+0j),0.005774343333090056,6505.0
ART1,(0.005774343333090056+0j),0.005774343333090056,6505.0
ARMCX5-GPRASP2,(0.005774343333090056+0j),0.005774343333090056,6505.0
ARMS2,(0.005774343333090056+0j),0.005774343333090056,6505.0
PTH,(0.005774343333090056+0j),0.005774343333090056,6505.0
TM4SF5,(0.005774343333090056+0j),0.005774343333090056,6505.0
PTH2,(0.005774343333090056+0j),0.005774343333090056,6505.0
PTH2R,(0.005774343333090056+0j),0.005774343333090056,6505.0
TLX3,(0.005774343333090056+0j),0.005774343333090056,6505.0
TLR9,(0.005774343333090056+0j),0.005774343333090056,6505.0
TLR2,(0.005774343333090056+0j),0.005774343333090056,6505.0
TLE7,(0.005774343333090056+0j),0.005774343333090056,6505.0
ARSL,(0.005774343333090056+0j),0.005774343333090056,6505.0
ARPIN-AP3S2,(0.005774343333090056+0j),0.005774343333090056,6505.0
TINAG,(0.005774343333090056+0j),0.005774343333090056,6505.0
TIMP4,(0.005774343333090056+0j),0.005774343333090056,6505.0
ARSF,(0.005774343333090056+0j),0.005774343333090056,6505.0
ARSH,(0.005774343333090056+0j),0.005774343333090056,6505.0
CDKL4,(0.005774343333090056+0j),0.005774343333090056,6505.0
ARSJ,(0.005774343333090056+0j),0.005774343333090056,6505.0
CDY1,(0.005774343333090056+0j),0.005774343333090056,6505.0
CDY1B,(0.005774343333090056+0j),0.005774343333090056,6505.0
PSG6,(0.005774343333090056+0j),0.005774343333090056,6505.0
APOH,(0.005774343333090056+0j),0.005774343333090056,6505.0
APOBEC1,(0.005774343333090056+0j),0.005774343333090056,6505.0
TOMT,(0.005774343333090056+0j),0.005774343333090056,6505.0
TOMM6,(0.005774343333090056+0j),0.005774343333090056,6505.0
CELA3A,(0.005774343333090056+0j),0.005774343333090056,6505.0
CELA2A,(0.005774343333090056+0j),0.005774343333090056,6505.0
APOC3,(0.005774343333090056+0j),0.005774343333090056,6505.0
APOC4,(0.005774343333090056+0j),0.005774343333090056,6505.0
APOL5,(0.005774343333090056+0j),0.005774343333090056,6505.0
CELA3B,(0.005774343333090056+0j),0.005774343333090056,6505.0
TNP1,(0.005774343333090056+0j),0.005774343333090056,6505.0
TNNT2,(0.005774343333090056+0j),0.005774343333090056,6505.0
TNMD,(0.005774343333090056+0j),0.005774343333090056,6505.0
CEACAM8,(0.005774343333090056+0j),0.005774343333090056,6505.0
AQP12A,(0.005774343333090056+0j),0.005774343333090056,6505.0
CEACAM7,(0.005774343333090056+0j),0.005774343333090056,6505.0
AQP12B,(0.005774343333090056+0j),0.005774343333090056,6505.0
APOB,(0.005774343333090056+0j),0.005774343333090056,6505.0
TOX3,(0.005774343333090056+0j),0.005774343333090056,6505.0
CEACAM5,(0.005774343333090056+0j),0.005774343333090056,6505.0
TP53TG3F,(0.005774343333090056+0j),0.005774343333090056,6505.0
PSG7,(0.005774343333090056+0j),0.005774343333090056,6505.0
TPPP3,(0.005774343333090056+0j),0.005774343333090056,6505.0
TPPP2,(0.005774343333090056+0j),0.005774343333090056,6505.0
TPH2,(0.005774343333090056+0j),0.005774343333090056,6505.0
PSG9,(0.005774343333090056+0j),0.005774343333090056,6505.0
TPD52L3,(0.005774343333090056+0j),0.005774343333090056,6505.0
TPBGL,(0.005774343333090056+0j),0.005774343333090056,6505.0
TP53TG3E,(0.005774343333090056+0j),0.005774343333090056,6505.0
APOA4,(0.005774343333090056+0j),0.005774343333090056,6505.0
